name,label,description,bbox_str,beginPosition,timeResolution,endPosition,prefix
calipso.l2_05kmapro.Extinction_Coefficient_Uncertainty_1064,Extinction_Coefficient_Uncertainty_1064(km^-1),Extinction_Coefficient_Uncertainty_1064,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmapro.Aerosol_Multiple_Scattering_Profile_1064,Aerosol_Multiple_Scattering_Profile_1064(-),Aerosol_Multiple_Scattering_Profile_1064,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Day_Night_Flag,Day_Night_Flag(-),Day_Night_Flag,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Column_Optical_Depth_Cloud_532,Column_Optical_Depth_Cloud_532(-),Column_Optical_Depth_Cloud_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Column_Optical_Depth_Cloud_Uncertainty_532,Column_Optical_Depth_Cloud_Uncertainty_532(-),Column_Optical_Depth_Cloud_Uncertainty_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Column_Optical_Depth_Aerosols_532,Column_Optical_Depth_Aerosols_532(-),Column_Optical_Depth_Aerosols_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Column_Optical_Depth_Aerosols_Uncertainty_532,Column_Optical_Depth_Aerosols_Uncertainty_532(-),Column_Optical_Depth_Aerosols_Uncertainty_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Column_Optical_Depth_Stratospheric_532,Column_Optical_Depth_Stratospheric_532(-),Column_Optical_Depth_Stratospheric_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Column_Optical_Depth_Stratospheric_Uncertainty_532,Column_Optical_Depth_Stratospheric_Uncertainty_532(-),Column_Optical_Depth_Stratospheric_Uncertainty_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Column_Optical_Depth_Aerosols_1064,Column_Optical_Depth_Aerosols_1064(-),Column_Optical_Depth_Aerosols_1064,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Column_Optical_Depth_Aerosols_Uncertainty_1064,Column_Optical_Depth_Aerosols_Uncertainty_1064(-),Column_Optical_Depth_Aerosols_Uncertainty_1064,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Column_Optical_Depth_Stratospheric_1064,Column_Optical_Depth_Stratospheric_1064(-),Column_Optical_Depth_Stratospheric_1064,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Column_Optical_Depth_Stratospheric_Uncertainty_1064,Column_Optical_Depth_Stratospheric_Uncertainty_1064(-),Column_Optical_Depth_Stratospheric_Uncertainty_1064,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Column_Feature_Fraction,Column_Feature_Fraction(-),Column_Feature_Fraction,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Column_Integrated_Attenuated_Backscatter_532,Column_Integrated_Attenuated_Backscatter_532(sr^-1),Column_Integrated_Attenuated_Backscatter_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Column_IAB_Cumulative_Probability,Column_IAB_Cumulative_Probability(-),Column_IAB_Cumulative_Probability,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Tropopause_Height,Tropopause_Height(km),Tropopause_Height,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Tropopause_Temperature,Tropopause_Temperature(degC),Tropopause_Temperature,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Temperature,Temperature(degC),Temperature,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Pressure,Pressure(hPa),Pressure,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Molecular_Number_Density,Molecular_Number_Density(m^-3),Molecular_Number_Density,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Relative_Humidity,Relative_Humidity(%),Relative_Humidity,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Surface_Winds_X,Surface_Winds_X(m/s),Surface_Winds_X,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Surface_Winds_Y,Surface_Winds_Y(m/s),Surface_Winds_Y,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Samples_Averaged,Samples_Averaged(-),Samples_Averaged,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Aerosol_Layer_Fraction,Aerosol_Layer_Fraction(-),Aerosol_Layer_Fraction,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Cloud_Layer_Fraction,Cloud_Layer_Fraction(-),Cloud_Layer_Fraction,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Atmospheric_Volume_Description,Atmospheric_Volume_Description(-),Atmospheric_Volume_Description,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Total_Backscatter_Coefficient_532,Total_Backscatter_Coefficient_532(sr^-1km^-1),Total_Backscatter_Coefficient_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Total_Backscatter_Coefficient_Uncertainty_532,Total_Backscatter_Coefficient_Uncertainty_532(sr^-1km^-1),Total_Backscatter_Coefficient_Uncertainty_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Perpendicular_Backscatter_Coefficient_532,Perpendicular_Backscatter_Coefficient_532(sr^-1km^-1),Perpendicular_Backscatter_Coefficient_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Perpendicular_Backscatter_Coefficient_Uncertainty_532,Perpendicular_Backscatter_Coefficient_Uncertainty_532(sr^-1km^-1),Perpendicular_Backscatter_Coefficient_Uncertainty_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Particulate_Depolarization_Ratio_Profile_532,Particulate_Depolarization_Ratio_Profile_532(-),Particulate_Depolarization_Ratio_Profile_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Particulate_Depolarization_Ratio_Uncertainty_532,Particulate_Depolarization_Ratio_Uncertainty_532(-),Particulate_Depolarization_Ratio_Uncertainty_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Extinction_Coefficient_532,Extinction_Coefficient_532(km^-1),Extinction_Coefficient_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Extinction_Coefficient_Uncertainty_532,Extinction_Coefficient_Uncertainty_532(km^-1),Extinction_Coefficient_Uncertainty_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Cloud_Multiple_Scattering_Profile_532,Cloud_Multiple_Scattering_Profile_532(-),Cloud_Multiple_Scattering_Profile_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Ice_Water_Content_Profile,Ice_Water_Content_Profile(gm^-3),Ice_Water_Content_Profile,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmcpro.Ice_Water_Content_Profile_Uncertainty,Ice_Water_Content_Profile_Uncertainty(gm^-3),Ice_Water_Content_Profile_Uncertainty,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Profile_ID,Profile_ID(-),Profile_ID,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Day_Night_Flag,Day_Night_Flag(-),Day_Night_Flag,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Off_Nadir_Angle,Off_Nadir_Angle(deg),Off_Nadir_Angle,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Solar_Zenith_Angle,Solar_Zenith_Angle(deg),Solar_Zenith_Angle,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Solar_Azimuth_Angle,Solar_Azimuth_Angle(deg),Solar_Azimuth_Angle,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Scattering_Angle,Scattering_Angle(deg),Scattering_Angle,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Spacecraft_Position_X,Spacecraft_Position_X(km),Spacecraft_Position_X,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Spacecraft_Position_Y,Spacecraft_Position_Y(km),Spacecraft_Position_Y,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Spacecraft_Position_Z,Spacecraft_Position_Z(km),Spacecraft_Position_Z,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Parallel_Column_Reflectance_Uncertainty_532,Parallel_Column_Reflectance_Uncertainty_532(-),Parallel_Column_Reflectance_Uncertainty_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Perpendicular_Column_Reflectance_532,Perpendicular_Column_Reflectance_532(-),Perpendicular_Column_Reflectance_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Perpendicular_Column_Reflectance_Uncertainty_532,Perpendicular_Column_Reflectance_Uncertainty_532(-),Perpendicular_Column_Reflectance_Uncertainty_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Column_Integrated_Attenuated_Backscatter_532,Column_Integrated_Attenuated_Backscatter_532(1/sr),Column_Integrated_Attenuated_Backscatter_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Column_IAB_Cumulative_Probability,Column_IAB_Cumulative_Probability(-),Column_IAB_Cumulative_Probability,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Tropopause_Height,Tropopause_Height(km),Tropopause_Height,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Tropopause_Temperature,Tropopause_Temperature(degC),Tropopause_Temperature,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.IGBP_Surface_Type,IGBP_Surface_Type(-),IGBP_Surface_Type,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.NSIDC_Surface_Type,NSIDC_Surface_Type(-),NSIDC_Surface_Type,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Number_Layers_Found,Number_Layers_Found(-),Number_Layers_Found,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Layer_Top_Pressure,Layer_Top_Pressure(hPa),Layer_Top_Pressure,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Midlayer_Pressure,Midlayer_Pressure(hPa),Midlayer_Pressure,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Layer_Base_Pressure,Layer_Base_Pressure(hPa),Layer_Base_Pressure,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Layer_Top_Temperature,Layer_Top_Temperature(degC),Layer_Top_Temperature,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Midlayer_Temperature,Midlayer_Temperature(degC),Midlayer_Temperature,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Layer_Base_Temperature,Layer_Base_Temperature(degC),Layer_Base_Temperature,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Integrated_Attenuated_Backscatter_532,Integrated_Attenuated_Backscatter_532(1/sr),Integrated_Attenuated_Backscatter_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Integrated_Attenuated_Backscatter_Uncertainty_532,Integrated_Attenuated_Backscatter_Uncertainty_532(1/sr),Integrated_Attenuated_Backscatter_Uncertainty_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Integrated_Attenuated_Backscatter_1064,Integrated_Attenuated_Backscatter_1064(1/sr),Integrated_Attenuated_Backscatter_1064,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Integrated_Attenuated_Backscatter_Uncertainty_1064,Integrated_Attenuated_Backscatter_Uncertainty_1064(1/sr),Integrated_Attenuated_Backscatter_Uncertainty_1064,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Integrated_Volume_Depolarization_Ratio,Integrated_Volume_Depolarization_Ratio(-),Integrated_Volume_Depolarization_Ratio,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Integrated_Volume_Depolarization_Ratio_Uncertainty,Integrated_Volume_Depolarization_Ratio_Uncertainty(-),Integrated_Volume_Depolarization_Ratio_Uncertainty,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Integrated_Attenuated_Total_Color_Ratio,Integrated_Attenuated_Total_Color_Ratio(-),Integrated_Attenuated_Total_Color_Ratio,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Integrated_Attenuated_Total_Color_Ratio_Uncertainty,Integrated_Attenuated_Total_Color_Ratio_Uncertainty(-),Integrated_Attenuated_Total_Color_Ratio_Uncertainty,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_01kmclay.Overlying_Integrated_Attenuated_Backscatter_532,Overlying_Integrated_Attenuated_Backscatter_532(1/sr),Overlying_Integrated_Attenuated_Backscatter_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Day_Night_Flag,Day_Night_Flag(-),Day_Night_Flag,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Off_Nadir_Angle,Off_Nadir_Angle(deg),Off_Nadir_Angle,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Solar_Zenith_Angle,Solar_Zenith_Angle(deg),Solar_Zenith_Angle,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Solar_Azimuth_Angle,Solar_Azimuth_Angle(deg),Solar_Azimuth_Angle,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Scattering_Angle,Scattering_Angle(deg),Scattering_Angle,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Spacecraft_Position_X,Spacecraft_Position_X(km),Spacecraft_Position_X,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Spacecraft_Position_Y,Spacecraft_Position_Y(km),Spacecraft_Position_Y,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Spacecraft_Position_Z,Spacecraft_Position_Z(km),Spacecraft_Position_Z,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Parallel_Column_Reflectance_Uncertainty_532,Parallel_Column_Reflectance_Uncertainty_532(-),Parallel_Column_Reflectance_Uncertainty_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Parallel_Column_Reflectance_RMS_Variation_532,Parallel_Column_Reflectance_RMS_Variation_532(-),Parallel_Column_Reflectance_RMS_Variation_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Perpendicular_Column_Reflectance_532,Perpendicular_Column_Reflectance_532(-),Perpendicular_Column_Reflectance_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Perpendicular_Column_Reflectance_Uncertainty_532,Perpendicular_Column_Reflectance_Uncertainty_532(-),Perpendicular_Column_Reflectance_Uncertainty_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Perpendicular_Column_Reflectance_RMS_Variation_532,Perpendicular_Column_Reflectance_RMS_Variation_532(-),Perpendicular_Column_Reflectance_RMS_Variation_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Column_Integrated_Attenuated_Backscatter_532,Column_Integrated_Attenuated_Backscatter_532(1/sr),Column_Integrated_Attenuated_Backscatter_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Column_IAB_Cumulative_Probability,Column_IAB_Cumulative_Probability(-),Column_IAB_Cumulative_Probability,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Column_Optical_Depth_Cloud_532,Column_Optical_Depth_Cloud_532(-),Column_Optical_Depth_Cloud_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Column_Optical_Depth_Cloud_Uncertainty_532,Column_Optical_Depth_Cloud_Uncertainty_532(-),Column_Optical_Depth_Cloud_Uncertainty_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Column_Optical_Depth_Aerosols_532,Column_Optical_Depth_Aerosols_532(-),Column_Optical_Depth_Aerosols_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Column_Optical_Depth_Aerosols_Uncertainty_532,Column_Optical_Depth_Aerosols_Uncertainty_532(-),Column_Optical_Depth_Aerosols_Uncertainty_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Column_Optical_Depth_Stratospheric_532,Column_Optical_Depth_Stratospheric_532(-),Column_Optical_Depth_Stratospheric_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Column_Optical_Depth_Stratospheric_Uncertainty_532,Column_Optical_Depth_Stratospheric_Uncertainty_532(-),Column_Optical_Depth_Stratospheric_Uncertainty_532,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Column_Optical_Depth_Aerosols_1064,Column_Optical_Depth_Aerosols_1064(-),Column_Optical_Depth_Aerosols_1064,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Column_Optical_Depth_Aerosols_Uncertainty_1064,Column_Optical_Depth_Aerosols_Uncertainty_1064(-),Column_Optical_Depth_Aerosols_Uncertainty_1064,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Column_Optical_Depth_Stratospheric_1064,Column_Optical_Depth_Stratospheric_1064(-),Column_Optical_Depth_Stratospheric_1064,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Column_Optical_Depth_Stratospheric_Uncertainty_1064,Column_Optical_Depth_Stratospheric_Uncertainty_1064(-),Column_Optical_Depth_Stratospheric_Uncertainty_1064,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Column_Feature_Fraction,Column_Feature_Fraction(-),Column_Feature_Fraction,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Tropopause_Height,Tropopause_Height(km),Tropopause_Height,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Tropopause_Temperature,Tropopause_Temperature(degC),Tropopause_Temperature,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.IGBP_Surface_Type,IGBP_Surface_Type(-),IGBP_Surface_Type,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.NSIDC_Surface_Type,NSIDC_Surface_Type(-),NSIDC_Surface_Type,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Surface_Elevation_Detection_Frequency,Surface_Elevation_Detection_Frequency(-),Surface_Elevation_Detection_Frequency,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.FeatureFinderQC,FeatureFinderQC(-),FeatureFinderQC,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Number_Layers_Found,Number_Layers_Found(-),Number_Layers_Found,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Surface_Wind_Speed_X,Surface_Wind_Speed_X(m/s),Surface_Wind_Speed_X,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Surface_Wind_Speed_Y,Surface_Wind_Speed_Y(m/s),Surface_Wind_Speed_Y,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Layer_Base_Extended,Layer_Base_Extended(-),Layer_Base_Extended,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Layer_Top_Pressure,Layer_Top_Pressure(hPa),Layer_Top_Pressure,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Midlayer_Pressure,Midlayer_Pressure(hPa),Midlayer_Pressure,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Layer_Base_Pressure,Layer_Base_Pressure(hPa),Layer_Base_Pressure,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Layer_Top_Temperature,Layer_Top_Temperature(degC),Layer_Top_Temperature,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Midlayer_Temperature,Midlayer_Temperature(degC),Midlayer_Temperature,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
calipso.l2_05kmalay.Layer_Base_Temperature,Layer_Base_Temperature(degC),Layer_Base_Temperature,-180 -90 180 90,2006-06-07T00:00:00Z,PT1H,2012-12-31T23:59:59Z,calipso
